"","item_id","bundle_index","total","total_nofw","nongift","nongift_nofw","branded","branded_nofw","num_of_yuanzhuang","num_of_acc_no_price","bundle_price","price_ref","price_ref_adjgift","bundle_add_on","price_ref_rel","num_of_acc_rel","premium","premium_percent","ind_firstbundle_noacc","premrel1","Author","diff"
"210",37994506504,1,12,12,1,1,4,4,0,0,3190,425,22,150,425,12,-275,-0.0862068965517241,TRUE,0,NA,0
"211",37994506504,2,12,12,1,1,4,4,0,0,3220,433,30,180,433,12,-253,-0.0785714285714286,TRUE,22,"suyang",2
"212",37994506504,3,12,12,1,1,4,4,0,0,3280,473,70,240,473,12,-233,-0.0710365853658537,TRUE,42,"suyang",2
"213",37994506504,3,12,12,1,1,4,4,0,0,3280,473,70,240,473,12,-233,-0.0710365853658537,TRUE,42,"suyang",4
"214",37994506504,4,14,14,2,2,5,5,0,0,3380,525,72,340,525,14,-185,-0.0547337278106509,TRUE,90,NA,0
"215",37994506504,5,13,13,2,2,5,5,1,0,3370,500,97,330,500,13,-170,-0.0504451038575668,TRUE,105,"suyang",1
"216",37994506504,6,14,14,2,2,6,6,1,0,3400,558,105,360,558,14,-198,-0.0582352941176471,TRUE,77,"suyang",4
"217",37994506504,7,14,14,2,2,6,6,1,0,3460,578,125,420,578,14,-158,-0.0456647398843931,TRUE,117,"suyang",4
"218",37994506504,8,16,16,3,3,7,7,1,0,3560,650,147,520,650,16,-130,-0.0365168539325843,TRUE,145,"suyang",6
"219",38631814095,1,11,11,8,8,3,3,0,0,3110,775,730,260,775,11,-515,-0.165594855305466,TRUE,0,NA,0
"220",38631814095,2,12,12,9,9,4,4,1,0,3230,870,825,380,870,12,-490,-0.151702786377709,TRUE,25,"suyang",7
"221",38631814095,3,13,13,10,10,4,4,2,0,3350,450,405,500,450,13,50,0.0149253731343284,TRUE,565,"suyang",10
"222",38663832002,1,15,13,7,5,2,2,0,3,3150,425,207,150,425,13,-275,-0.0873015873015873,FALSE,0,NA,0
"223",38663832002,2,15,13,7,5,2,2,0,3,3180,438,220,180,438,13,-258,-0.0811320754716981,FALSE,17,"suyang",2
"224",38663832002,3,15,13,7,5,2,2,0,3,3240,433,215,240,433,13,-193,-0.0595679012345679,FALSE,82,"suyang",2
"225",38663832002,3,15,13,7,5,2,2,0,3,3240,433,215,240,433,13,-193,-0.0595679012345679,FALSE,82,"suyang",4
"226",38663832002,4,17,15,8,6,3,3,0,3,3340,513,285,340,513,15,-173,-0.0517964071856287,FALSE,102,NA,0
"227",38663832002,5,16,14,8,6,3,3,1,3,3330,500,282,330,500,14,-170,-0.0510510510510511,FALSE,105,"suyang",1
"228",38663832002,6,17,15,9,7,3,3,1,3,3360,553,335,360,553,15,-193,-0.0574404761904762,FALSE,82,"suyang",4
"229",38663832002,7,17,15,9,7,3,3,1,3,3420,548,330,420,548,15,-128,-0.0374269005847953,FALSE,147,"suyang",4
"230",38663832002,8,19,17,11,9,4,4,1,3,3520,628,410,520,628,17,-108,-0.0306818181818182,FALSE,167,"suyang",6
"231",38708270318,1,12,12,1,1,2,2,0,0,3200,425,22,150,425,12,-275,-0.0859375,TRUE,0,NA,0
"232",38708270318,2,12,12,1,1,2,2,0,0,3230,433,30,180,433,12,-253,-0.078328173374613,TRUE,22,"suyang",2
"233",38708270318,3,12,12,1,1,2,2,0,0,3290,473,70,240,473,12,-233,-0.0708206686930091,TRUE,42,"suyang",2
"234",38708270318,3,12,12,1,1,2,2,0,0,3290,473,70,240,473,12,-233,-0.0708206686930091,TRUE,42,"suyang",4
"235",38708270318,4,14,14,1,1,2,2,0,0,3390,563,100,340,563,14,-223,-0.0657817109144543,TRUE,52,NA,0
"236",38708270318,5,13,13,2,2,3,3,1,0,3350,500,97,300,500,13,-200,-0.0597014925373134,TRUE,75,"suyang",1
"237",38708270318,6,14,14,2,2,3,3,1,0,3380,558,105,330,558,14,-228,-0.0674556213017752,TRUE,47,"suyang",4
"238",38708270318,7,14,14,2,2,3,3,1,0,3440,598,145,390,598,14,-208,-0.0604651162790698,TRUE,67,"suyang",4
"239",38708270318,8,16,16,2,2,3,3,1,0,4560,688,175,1510,688,16,822,0.180263157894737,TRUE,1097,"suyang",6
"240",39237426326,1,13,12,13,12,3,3,0,1,3080,290,290,230,290,13,-60,-0.0194805194805195,TRUE,0,NA,0
"241",39237426326,2,14,13,14,13,3,3,0,1,3150,350,350,300,350,14,-50,-0.0158730158730159,TRUE,10,"suyang",1
"242",39237426326,3,14,13,14,13,3,3,0,1,3190,355,355,340,355,14,-15,-0.00470219435736677,TRUE,45,"suyang",3
"243",39237426326,3,14,13,14,13,3,3,0,1,3190,355,355,340,355,14,-15,-0.00470219435736677,TRUE,45,"suyang",3
"244",39237426326,4,14,13,14,13,3,3,0,1,3280,380,380,430,380,14,50,0.0152439024390244,TRUE,110,NA,0
"245",40148868087,1,17,16,7,6,2,2,0,1,3030,530,220,150,530,17,-380,-0.125412541254125,TRUE,0,NA,0
"246",40148868087,2,17,16,1,1,2,2,0,1,3080,535,25,200,535,17,-335,-0.108766233766234,TRUE,45,"suyang",2
"247",40148868087,3,17,16,2,2,2,2,0,1,3130,540,40,250,540,17,-290,-0.0926517571884984,TRUE,90,"suyang",2
"248",40148868087,3,17,16,2,2,2,2,0,1,3130,540,40,250,540,17,-290,-0.0926517571884984,TRUE,90,"suyang",2
"249",40148868087,4,17,16,1,1,1,1,0,1,3160,550,20,280,550,17,-270,-0.0854430379746835,TRUE,110,NA,0
"250",40148868087,5,17,16,1,1,1,1,0,1,3190,555,25,310,555,17,-245,-0.0768025078369906,TRUE,135,"suyang",4
"251",40148868087,6,17,16,1,1,1,1,0,1,3230,560,30,350,560,17,-210,-0.065015479876161,TRUE,170,"suyang",4
"252",40148868087,7,17,16,1,1,1,1,0,1,3280,585,55,400,585,17,-185,-0.0564024390243902,TRUE,195,"suyang",4
"253",40175359932,1,18,16,7,5,0,0,1,2,4080,448,110,190,448,18,-258,-0.0632352941176471,TRUE,0,NA,0
"254",40175359932,2,18,16,7,5,0,0,1,2,4110,463,170,220,463,18,-243,-0.0591240875912409,TRUE,15,"suyang",2
"255",40175359932,3,18,16,8,6,0,0,1,2,4150,458,170,260,458,18,-198,-0.047710843373494,TRUE,60,"suyang",2
"256",40175359932,3,18,16,8,6,0,0,1,2,4150,458,170,260,458,18,-198,-0.047710843373494,TRUE,60,"suyang",1
"257",40175359932,4,19,17,8,6,0,0,2,2,4250,523,223,360,523,19,-163,-0.0383529411764706,TRUE,95,NA,0
"258",40175359932,5,19,17,9,7,0,0,2,2,4280,538,243,390,538,19,-148,-0.0345794392523364,TRUE,110,"suyang",3
"259",40175359932,6,19,17,6,4,0,0,2,2,4310,533,118,420,533,19,-113,-0.0262180974477958,TRUE,145,"suyang",3
"260",40175359932,7,19,17,8,6,0,0,2,2,4400,553,183,510,553,19,-43,-0.00977272727272727,TRUE,215,"suyang",3
"261",40452911197,1,8,7,4,3,2,1,1,1,3050,315,90,151,315,8,-164,-0.0537704918032787,TRUE,0,NA,0
"262",40452911197,2,8,7,4,3,2,1,1,1,3080,330,105,181,330,8,-149,-0.0483766233766234,TRUE,15,"suyang",2
"263",40452911197,3,8,7,4,3,2,1,1,1,3120,345,120,221,345,8,-124,-0.0397435897435897,TRUE,40,"suyang",2
"264",40452911197,3,8,7,4,3,2,1,1,1,3120,345,120,221,345,8,-124,-0.0397435897435897,TRUE,40,"suyang",2
"265",40452911197,4,8,7,4,3,2,1,1,1,3180,395,170,281,395,8,-114,-0.0358490566037736,TRUE,50,NA,0
"266",40452911197,5,14,13,5,4,2,1,1,1,3150,493,150,251,493,14,-242,-0.0768253968253968,TRUE,-78,"suyang",5
"267",40452911197,6,14,13,5,4,2,1,1,1,3180,508,165,281,508,14,-227,-0.0713836477987421,TRUE,-63,"suyang",7
"268",40452911197,7,14,13,5,4,2,1,1,1,3220,523,180,321,523,14,-202,-0.0627329192546584,TRUE,-38,"suyang",7
"269",40452911197,8,14,13,5,4,2,1,1,1,3280,573,230,381,573,14,-192,-0.0585365853658537,TRUE,-28,"suyang",7
"270",40565901878,1,6,6,6,6,1,1,0,0,3490,88,88,40,88,6,-48,-0.0137535816618911,TRUE,0,NA,0
"271",40565901878,2,8,8,8,8,2,2,0,0,3655,118,118,205,118,8,87,0.0238030095759234,TRUE,135,"suyang",2
"272",40565901878,3,12,12,12,12,5,5,0,0,3675,378,378,225,378,12,-153,-0.0416326530612245,TRUE,-105,"suyang",6
"273",41599133465,1,13,12,10,9,0,0,0,2,2750,370,180,100,180,10,-80,-0.0290909090909091,FALSE,0,NA,0
"274",41802068265,1,14,14,4,4,1,1,0,0,3200,295,115,220,295,14,-75,-0.0234375,TRUE,0,NA,0
"275",41802068265,2,14,14,5,5,1,1,0,0,3240,345,175,260,345,14,-85,-0.0262345679012346,TRUE,-10,"suyang",4
"276",41802068265,3,16,16,5,5,1,1,0,0,3310,405,215,330,405,16,-75,-0.0226586102719033,TRUE,0,"suyang",5
"277",41802068265,3,16,16,5,5,1,1,0,0,3310,405,215,330,405,16,-75,-0.0226586102719033,TRUE,0,"suyang",9
"278",41802068265,4,19,19,9,9,2,2,0,0,3390,525,345,410,525,19,-115,-0.0339233038348083,TRUE,-40,NA,0
"279",41802068265,5,19,19,9,9,2,2,0,0,3460,550,370,480,550,19,-70,-0.0202312138728324,TRUE,5,"suyang",9
"280",41802068265,6,10,10,10,10,3,3,1,0,3530,365,365,550,365,10,185,0.0524079320113314,TRUE,260,"suyang",18
"281",41802068265,7,23,23,12,12,4,4,1,0,3600,710,515,620,710,23,-90,-0.025,TRUE,-15,"suyang",12
"282",41802068265,8,19,19,8,8,4,4,1,0,3700,385,195,720,385,19,335,0.0905405405405405,TRUE,410,"suyang",9
"283",42468840454,1,15,14,4,4,4,4,2,1,3100,315,120,220,315,15,-95,-0.0306451612903226,TRUE,0,NA,0
"284",42468840454,2,17,16,6,6,5,5,2,1,3140,435,240,260,435,17,-175,-0.0557324840764331,TRUE,-80,"suyang",2
"285",42468840454,3,18,17,7,7,6,6,2,1,3250,455,260,370,455,18,-85,-0.0261538461538462,TRUE,10,"suyang",5
"286",42468840454,3,18,17,7,7,6,6,2,1,3250,455,260,370,455,18,-85,-0.0261538461538462,TRUE,10,"suyang",4
"287",42468840454,4,19,18,8,8,5,5,2,1,3290,535,340,410,535,19,-125,-0.0379939209726444,TRUE,-30,NA,0
"288",42468840454,5,19,18,8,8,5,5,2,1,3340,535,340,460,535,19,-75,-0.0224550898203593,TRUE,20,"suyang",6
"289",42468840454,6,20,19,9,9,6,6,3,1,3390,560,365,510,560,20,-50,-0.0147492625368732,TRUE,45,"suyang",5
"290",42468840454,7,21,20,10,10,7,7,3,1,3500,580,385,620,580,21,40,0.0114285714285714,TRUE,135,"suyang",8
"291",42468840454,8,22,21,11,11,8,8,3,1,3440,650,455,560,650,22,-90,-0.0261627906976744,TRUE,5,"suyang",9
"292",42681494957,1,13,13,9,9,5,5,0,0,3200,360,260,150,360,13,-210,-0.065625,TRUE,0,NA,0
"293",42681494957,2,16,16,12,12,5,5,0,1,3340,590,490,290,590,16,-300,-0.0898203592814371,TRUE,-90,"suyang",7
"294",42681494957,3,18,18,14,14,7,7,0,1,3440,660,560,390,660,18,-270,-0.0784883720930233,TRUE,-60,"suyang",9
"295",42681494957,3,18,18,14,14,7,7,0,1,3440,660,560,390,660,18,-270,-0.0784883720930233,TRUE,-60,"suyang",13
"296",42681494957,4,20,20,15,15,9,9,0,0,3660,888,758,610,888,20,-278,-0.0759562841530055,TRUE,-68,NA,0
"297",42681494957,5,20,20,15,15,9,9,0,0,3750,943,813,700,943,20,-243,-0.0648,TRUE,-33,"suyang",13
"298",42981617542,1,10,10,10,10,0,0,1,0,3209,260,260,210,260,10,-50,-0.015581177937052,TRUE,0,NA,0
"299",42981617542,2,12,12,12,12,0,0,1,0,3269,340,340,270,340,12,-70,-0.0214132762312634,TRUE,-20,"suyang",2
"300",42981617542,3,13,13,13,13,0,0,1,0,3429,380,380,430,380,13,50,0.0145815106445028,TRUE,100,"suyang",5
"301",42981617542,3,13,13,13,13,0,0,1,0,3429,380,380,430,380,13,50,0.0145815106445028,TRUE,100,"suyang",8
"302",42981617542,4,14,14,14,14,0,0,1,1,3549,440,440,550,440,14,110,0.0309946463792618,TRUE,160,NA,0
"303",42981617542,5,14,14,14,14,0,0,1,2,3749,315,315,750,315,14,435,0.116030941584423,TRUE,485,"suyang",8
"304",42981617542,6,15,15,15,15,0,0,1,2,3999,465,465,1000,465,15,535,0.133783445861465,TRUE,585,"suyang",9
"305",42981617542,7,16,16,16,16,0,0,1,0,3789,705,705,790,705,16,85,0.0224333597255212,TRUE,135,"suyang",8
"306",42981617542,8,17,17,17,17,0,0,1,2,4099,635,635,1100,635,17,465,0.113442303000732,TRUE,515,"suyang",11
"307",43168072227,1,19,17,18,16,4,4,0,4,4385.71,428,378,357.14,428,19,-70.8600000000001,-0.016157019045947,TRUE,0,NA,0
"308",43168072227,2,20,18,19,17,4,4,0,4,4442.86,443,393,414.29,443,20,-28.7100000000005,-0.00646205372215206,TRUE,42.1499999999996,"suyang",1
"309",43168072227,3,20,18,19,17,5,5,1,4,4528.57,413,363,500,413,20,86.9999999999995,0.0192113625272436,TRUE,157.86,"suyang",5
"310",43168072227,3,20,18,19,17,5,5,1,4,4528.57,413,363,500,413,20,86.9999999999995,0.0192113625272436,TRUE,157.86,"suyang",12
"311",43168072227,4,25,23,24,22,6,6,1,4,4642.86,703,653,614.29,703,25,-88.7100000000005,-0.0191067574727647,TRUE,-17.8500000000004,NA,0
"312",43168072227,5,25,23,24,22,6,6,1,4,4757.14,698,648,728.57,698,25,30.5700000000002,0.00642612998566369,TRUE,101.43,"suyang",12
"313",43168072227,6,25,23,24,22,7,7,2,4,4828.57,703,653,800,703,25,96.9999999999995,0.0200887633398707,TRUE,167.86,"suyang",12
"314",43168072227,7,26,24,25,23,7,7,2,4,4900,778,728,871.43,778,26,93.4299999999998,0.0190673469387755,TRUE,164.29,"suyang",13
"315",43168072227,8,26,24,25,23,7,7,2,4,5000,798,748,971.43,798,26,173.43,0.034686,TRUE,244.29,"suyang",13
"316",43426870825,1,9,9,5,5,3,3,0,1,3279,355,310,100,355,9,-255,-0.0777676120768527,TRUE,0,NA,0
"317",43426870825,2,11,11,6,6,3,3,0,1,3379,390,330,200,390,11,-190,-0.0562296537437112,TRUE,65,"suyang",4
"318",43426870825,3,12,12,7,7,3,3,0,1,3479,460,400,300,460,12,-160,-0.0459902270767462,TRUE,95,"suyang",5
"319",43426870825,3,12,12,7,7,3,3,0,1,3479,460,400,300,460,12,-160,-0.0459902270767462,TRUE,95,"suyang",5
"320",43426870825,4,12,12,7,7,4,4,1,1,3679,450,390,500,450,12,50,0.0135906496330525,TRUE,305,NA,0
"321",43426870825,5,12,12,7,7,4,4,1,1,3779,465,405,600,465,12,135,0.0357237364382112,TRUE,390,"suyang",5
"322",43452978184,1,8,8,3,3,1,1,1,1,0,140,110,0,140,8,-140,-Inf,TRUE,0,NA,0
"323",43452978184,2,9,9,4,4,2,2,1,1,0,360,330,0,360,9,-360,-Inf,TRUE,-220,"suyang",5
"324",43452978184,3,9,9,4,4,3,3,1,1,0,580,550,0,580,9,-580,-Inf,TRUE,-440,"suyang",5
"325",43452978184,3,9,9,4,4,3,3,1,1,0,580,550,0,580,9,-580,-Inf,TRUE,-440,"suyang",6
"326",43452978184,4,10,10,5,5,3,3,1,1,0,690,660,0,690,10,-690,-Inf,TRUE,-550,NA,0
"327",43473279886,1,1,1,1,1,0,0,0,0,2870,60,60,50,60,1,-10,-0.00348432055749129,TRUE,0,NA,0
"328",43473279886,2,1,1,1,1,0,0,0,0,2865,25,25,45,25,1,20,0.00698080279232112,TRUE,30,"suyang",2
"329",43473279886,3,1,1,1,1,0,0,0,0,2880,30,30,60,30,1,30,0.0104166666666667,TRUE,40,"suyang",2
"330",43473279886,3,1,1,1,1,0,0,0,0,2880,30,30,60,30,1,30,0.0104166666666667,TRUE,40,"suyang",1
"331",43473279886,4,2,2,2,2,0,0,0,0,2915,85,85,95,85,2,10,0.00343053173241852,TRUE,20,NA,0
"332",43473279886,5,2,2,2,2,0,0,0,0,2940,90,90,120,90,2,30,0.0102040816326531,TRUE,40,"suyang",1
"333",43736454825,1,16,16,16,16,8,8,0,1,3180,520,520,220,520,16,-300,-0.0943396226415094,TRUE,0,NA,0
"334",43736454825,2,16,16,16,16,8,8,0,1,3210,515,515,250,515,16,-265,-0.0825545171339564,TRUE,35,"suyang",2
"335",43736454825,3,18,18,18,18,9,9,0,1,3280,665,665,320,665,18,-345,-0.105182926829268,TRUE,-45,"suyang",6
"336",43736454825,3,18,18,18,18,9,9,0,1,3280,665,665,320,665,18,-345,-0.105182926829268,TRUE,-45,"suyang",10
"337",43736454825,4,20,20,20,20,10,10,0,1,3370,745,745,410,745,20,-335,-0.099406528189911,TRUE,-35,NA,0
"338",43736454825,5,20,20,20,20,10,10,0,1,3430,765,765,470,765,20,-295,-0.0860058309037901,TRUE,5,"suyang",10
"339",43736454825,6,21,21,21,21,10,10,0,1,3500,760,760,540,760,21,-220,-0.0628571428571429,TRUE,80,"suyang",9
"340",43736454825,7,22,22,22,22,11,11,0,2,3570,755,755,610,755,22,-145,-0.0406162464985994,TRUE,155,"suyang",11
"341",43736454825,8,23,23,23,23,12,12,0,1,3670,840,840,710,840,23,-130,-0.0354223433242507,TRUE,170,"suyang",13
"342",43853759026,1,14,14,14,14,2,2,1,0,3450,730,730,251,730,14,-479,-0.138840579710145,TRUE,0,NA,0
"343",43853759026,2,14,14,14,14,2,2,1,0,3499,725,725,300,725,14,-425,-0.121463275221492,TRUE,54,"suyang",2
"344",43853759026,3,14,14,14,14,2,2,1,0,3550,745,745,351,745,14,-394,-0.110985915492958,TRUE,85,"suyang",2
"345",43853759026,3,14,14,14,14,2,2,1,0,3550,745,745,351,745,14,-394,-0.110985915492958,TRUE,85,"suyang",1
"346",43853759026,4,15,15,15,15,2,2,1,0,3599,800,800,400,800,15,-400,-0.111141983884412,TRUE,79,NA,0
"347",43853759026,5,15,15,15,15,2,2,1,0,3650,795,795,451,795,15,-344,-0.0942465753424657,TRUE,135,"suyang",3
"348",43853759026,6,16,16,16,16,4,4,2,0,3750,880,880,551,880,16,-329,-0.0877333333333333,TRUE,150,"suyang",2
"349",43853759026,7,16,16,16,16,4,4,2,0,3799,875,875,600,875,16,-275,-0.0723874703869439,TRUE,204,"suyang",4
"350",43853759026,8,16,16,16,16,4,4,2,0,3850,895,895,651,895,16,-244,-0.0633766233766234,TRUE,235,"suyang",4
"351",43859660891,1,17,17,3,3,1,1,0,0,3000,525,185,260,525,17,-265,-0.0883333333333333,TRUE,0,NA,0
"352",43859660891,2,17,17,0,0,1,1,0,0,3020,540,0,280,540,17,-260,-0.0860927152317881,TRUE,5,"suyang",2
"353",43859660891,3,17,17,0,0,1,1,0,0,3050,555,0,310,555,17,-245,-0.080327868852459,TRUE,20,"suyang",2
"354",43859660891,3,17,17,0,0,1,1,0,0,3050,555,0,310,555,17,-245,-0.080327868852459,TRUE,20,"suyang",2
"355",43859660891,4,17,17,0,0,1,1,0,0,3120,605,0,380,605,17,-225,-0.0721153846153846,TRUE,40,NA,0
"356",43859660891,5,18,18,3,3,1,1,1,0,3320,600,185,580,600,18,-20,-0.00602409638554217,TRUE,245,"suyang",1
"357",43859660891,6,18,18,0,0,1,1,1,0,3340,615,0,600,615,18,-15,-0.00449101796407186,TRUE,250,"suyang",3
"358",43859660891,7,18,18,0,0,1,1,1,0,3370,630,0,630,630,18,0,0,TRUE,265,"suyang",3
"359",43859660891,8,18,18,0,0,1,1,1,0,3440,680,0,700,680,18,20,0.00581395348837209,TRUE,285,"suyang",3
"360",44021641588,1,16,16,11,11,16,16,1,0,3180,560,295,200,560,16,-360,-0.113207547169811,TRUE,0,NA,0
"361",44021641588,2,17,17,12,12,17,17,2,0,3220,595,330,240,595,17,-355,-0.110248447204969,TRUE,5,"suyang",1
"362",44021641588,3,17,17,12,12,17,17,2,0,3240,590,325,260,590,17,-330,-0.101851851851852,TRUE,30,"suyang",1
"363",44021641588,3,17,17,12,12,17,17,2,0,3240,590,325,260,590,17,-330,-0.101851851851852,TRUE,30,"suyang",1
"364",44021641588,4,17,17,12,12,17,17,2,0,3280,610,345,300,610,17,-310,-0.0945121951219512,TRUE,50,NA,0
"365",44069100271,1,15,15,15,15,2,2,1,1,3450,615,615,0,0,0,0,0,FALSE,0,NA,0
"366",44069100271,2,15,15,15,15,2,2,1,1,3499,610,610,49,-5,0,54,0.0154329808516719,FALSE,54,"suyang",2
"367",44069100271,3,15,15,15,15,2,2,1,1,3550,630,630,100,15,0,85,0.023943661971831,FALSE,85,"suyang",2
"368",44069100271,3,15,15,15,15,2,2,1,1,3550,630,630,100,15,0,85,0.023943661971831,FALSE,85,"suyang",1
"369",44069100271,4,16,16,16,16,2,2,1,1,3599,685,685,149,70,1,79,0.0219505418171714,FALSE,79,NA,0
"370",44069100271,5,32,32,32,32,5,5,3,2,3650,1395,1395,200,780,17,-580,-0.158904109589041,FALSE,-580,"suyang",3
"371",44069100271,6,16,16,16,16,3,3,2,1,3750,715,715,300,100,1,200,0.0533333333333333,FALSE,200,"suyang",1
"372",44069100271,7,16,16,16,16,3,3,2,1,3799,710,710,349,95,1,254,0.0668596999210319,FALSE,254,"suyang",3
"373",44069100271,8,16,16,16,16,3,3,2,1,3850,730,730,400,115,1,285,0.074025974025974,FALSE,285,"suyang",3
"374",44231886556,1,13,10,12,9,0,0,0,4,3663,280,265,205,280,13,-75,-0.0204750204750205,TRUE,0,NA,0
"375",44231886556,2,17,14,14,12,0,0,0,4,3838,410,390,380,410,17,-30,-0.00781657113079729,TRUE,45,"suyang",9
"376",44231886556,3,18,15,13,11,0,0,0,4,4038,615,435,580,615,18,-35,-0.00866765725606736,TRUE,40,"suyang",14
"377",44231886556,3,18,15,13,11,0,0,0,4,4038,615,435,580,615,18,-35,-0.00866765725606736,TRUE,40,"suyang",17
"378",44231886556,4,21,18,16,14,0,0,0,4,4128,705,615,670,705,21,-35,-0.00847868217054264,TRUE,40,NA,0
"379",44331296085,1,7,7,7,7,0,0,1,0,3128,300,300,290,300,7,-10,-0.00319693094629156,TRUE,0,NA,0
"380",44331296085,2,8,8,8,8,0,0,1,0,3238,355,355,400,355,8,45,0.0138974675725757,TRUE,55,"suyang",3
"381",44331296085,3,11,11,11,11,0,0,2,0,3558,540,540,720,540,11,180,0.0505902192242833,TRUE,190,"suyang",10
"382",44799642380,1,19,19,19,19,4,4,0,0,3397.68,485,485,260.48,485,19,-224.52,-0.0660803842622024,TRUE,0,NA,0
"383",44799642380,2,19,19,19,19,4,4,0,0,3417.92,485,485,280.72,485,19,-204.28,-0.0597673438816589,TRUE,20.2400000000002,"suyang",0
"384",44799642380,3,19,19,19,19,4,4,0,0,3447.84,495,495,310.64,495,19,-184.36,-0.0534711587544665,TRUE,40.1600000000003,"suyang",2
"385",44799642380,3,19,19,19,19,4,4,0,0,3447.84,495,495,310.64,495,19,-184.36,-0.0534711587544665,TRUE,40.1600000000003,"suyang",2
"386",44799642380,4,19,19,19,19,4,4,0,0,3517.36,520,520,380.16,520,19,-139.84,-0.0397570905451815,TRUE,84.6800000000003,NA,0
"387",44799642380,5,22,22,22,22,6,6,1,0,3708.32,815,815,571.12,815,22,-243.88,-0.065765629719118,TRUE,-19.3599999999997,"suyang",5
"388",44799642380,6,22,22,22,22,6,6,1,0,3737.36,820,820,600.16,820,22,-219.84,-0.058822270265642,TRUE,4.68000000000029,"suyang",7
"389",44799642380,7,22,22,22,22,6,6,1,0,3767.28,825,825,630.08,825,22,-194.92,-0.0517402476056995,TRUE,29.6000000000004,"suyang",7
"390",44799642380,8,22,22,22,22,6,6,1,0,3837.68,850,850,700.48,850,22,-149.52,-0.038961038961039,TRUE,75,"suyang",7
"391",44881048637,1,5,5,5,5,2,2,0,0,3328,385,385,478,385,5,93,0.0279447115384615,TRUE,0,NA,0
"392",44881048637,2,7,7,7,7,2,2,0,0,3485,420,420,635,420,7,215,0.0616929698708752,TRUE,122,"suyang",4
"393",44881048637,3,7,7,7,7,3,3,0,0,3872,475,475,1022,475,7,547,0.141270661157025,TRUE,454,"suyang",8
"394",44881048637,3,7,7,7,7,3,3,0,0,3872,475,475,1022,475,7,547,0.141270661157025,TRUE,454,"suyang",11
"395",44881048637,4,10,10,10,10,4,4,0,0,4155,675,675,1305,675,10,630,0.151624548736462,TRUE,537,NA,0
"396",45219159638,1,28,28,22,22,0,0,0,2,2735,1100,970,40,250,8,-210,-0.076782449725777,FALSE,0,NA,0
"397",45219159638,2,28,28,22,22,0,0,0,2,2740,1030,900,45,180,8,-135,-0.0492700729927007,FALSE,75,"suyang",2
"398",45219159638,3,30,30,24,24,0,0,0,2,2780,1150,1020,85,300,10,-215,-0.0773381294964029,FALSE,-5,"suyang",1
"399",45219159638,3,30,30,24,24,0,0,0,2,2780,1150,1020,85,300,10,-215,-0.0773381294964029,FALSE,-5,"suyang",1
"400",45219159638,4,30,30,24,24,0,0,0,2,2800,1160,1030,105,310,10,-205,-0.0732142857142857,FALSE,5,NA,0
"401",45293052304,1,13,13,13,13,1,1,0,1,3250,490,490,150,490,13,-340,-0.104615384615385,TRUE,0,NA,0
"402",45293052304,2,13,13,13,13,1,1,0,1,3310,530,530,210,530,13,-320,-0.0966767371601208,TRUE,20,"suyang",2
"403",45293052304,3,13,13,13,13,1,1,0,1,3410,560,560,310,560,13,-250,-0.0733137829912024,TRUE,90,"suyang",2
"404",45293052304,3,13,13,13,13,1,1,0,1,3410,560,560,310,560,13,-250,-0.0733137829912024,TRUE,90,"suyang",3
"405",45293052304,4,16,15,16,15,2,2,1,2,3430,605,605,330,605,16,-275,-0.0801749271137026,TRUE,65,NA,0
"406",45293052304,5,16,15,16,15,2,2,1,2,3490,645,645,390,645,16,-255,-0.0730659025787966,TRUE,85,"suyang",5
"407",45293052304,6,16,15,16,15,2,2,1,2,3590,675,675,490,675,16,-185,-0.0515320334261838,TRUE,155,"suyang",5
"408",45410114111,1,23,21,9,7,2,2,0,2,3260,625,285,260,625,23,-365,-0.111963190184049,TRUE,0,NA,0
"409",45410114111,2,23,21,9,7,2,2,0,2,3290,620,280,290,620,23,-330,-0.100303951367781,TRUE,35,"suyang",2
"410",45410114111,3,23,21,11,9,2,2,0,0,3350,0,0,350,0,23,350,0.104477611940299,TRUE,715,"suyang",2
"411",45410114111,3,23,21,11,9,2,2,0,0,3350,0,0,350,0,23,350,0.104477611940299,TRUE,715,"suyang",4
"412",45410114111,4,25,23,9,9,3,3,0,2,3440,730,390,440,730,25,-290,-0.0843023255813953,TRUE,75,NA,0
"413",45410114111,5,25,23,9,9,4,4,0,0,3500,0,0,500,0,25,500,0.142857142857143,TRUE,865,"suyang",6
"414",45410114111,6,26,24,10,10,7,7,2,2,3580,750,410,580,750,26,-170,-0.0474860335195531,TRUE,195,"suyang",7
"415",45410114111,7,26,24,10,10,7,7,2,2,3650,870,530,650,870,26,-220,-0.0602739726027397,TRUE,145,"suyang",11
"416",45410114111,8,26,24,10,10,7,7,2,0,3720,0,0,720,0,26,720,0.193548387096774,TRUE,1085,"suyang",11
"417",521513506795,1,18,16,11,9,5,5,0,2,3150,328,227,190,328,18,-138,-0.0438095238095238,TRUE,0,NA,0
"418",521513506795,2,18,16,11,9,5,5,0,2,3180,341,240,220,341,18,-121,-0.0380503144654088,TRUE,17,"suyang",2
"419",521513506795,3,21,19,13,11,6,6,0,2,3290,658,477,330,658,21,-328,-0.0996960486322188,TRUE,-190,"suyang",5
"420",521513506795,3,21,19,13,11,6,6,0,2,3290,658,477,330,658,21,-328,-0.0996960486322188,TRUE,-190,"suyang",7
